tenure,InternetService,OnlineSecurity,TechSupport,Contract,MonthlyCharges,Churn
55,Fiber optic,No,No,Month-to-month,77.75,No
40,No,No internet service,No internet service,Month-to-month,26.2,No
57,No,No internet service,No internet service,Two year,19.9,No
1,Fiber optic,No,No,Month-to-month,79.05,Yes
1,Fiber optic,Yes,No,Month-to-month,95,Yes
1,DSL,No,No,Month-to-month,25.2,Yes
52,DSL,No,No,One year,80.85,No
41,Fiber optic,No,No,Month-to-month,98.4,Yes
43,DSL,No,No,One year,56.35,No
47,No,No internet service,No internet service,Two year,19.3,No
3,DSL,No,No,Month-to-month,50.4,No
66,DSL,Yes,Yes,Two year,79.4,Yes
55,DSL,No,Yes,Two year,55.25,No
29,No,No internet service,No internet service,One year,19.1,No
12,Fiber optic,No,No,Month-to-month,84.05,No
66,Fiber optic,No,No,Month-to-month,105.2,No
35,Fiber optic,No,No,Month-to-month,101.4,Yes
10,Fiber optic,No,No,Month-to-month,89.8,Yes
27,Fiber optic,No,No,Month-to-month,75.75,No
58,Fiber optic,No,Yes,Month-to-month,95.3,No
54,Fiber optic,Yes,Yes,Two year,109.75,Yes
9,No,No internet service,No internet service,Month-to-month,19.85,No
2,No,No internet service,No internet service,One year,19.3,Yes
6,Fiber optic,No,No,Month-to-month,69.1,No
26,Fiber optic,No,No,Month-to-month,91.25,Yes
9,No,No internet service,No internet service,Month-to-month,20.25,No
8,DSL,No,No,Month-to-month,54.75,No
12,Fiber optic,No,No,Month-to-month,81.45,No
15,DSL,No,No,Month-to-month,49.1,Yes
43,DSL,Yes,No,One year,80.2,No
42,Fiber optic,No,Yes,Month-to-month,100.3,No
31,DSL,Yes,Yes,Month-to-month,65.25,Yes
66,Fiber optic,Yes,Yes,Two year,90.95,No
18,Fiber optic,No,Yes,Month-to-month,85.45,Yes
1,No,No internet service,No internet service,Month-to-month,20,No
61,Fiber optic,No,Yes,Two year,94.1,Yes
10,Fiber optic,No,No,Month-to-month,79.85,No
1,Fiber optic,No,No,Month-to-month,71.65,Yes
18,Fiber optic,No,No,Month-to-month,73.55,No
24,Fiber optic,No,No,Month-to-month,104.65,Yes
3,No,No internet service,No internet service,Month-to-month,19.3,No
50,No,No internet service,No internet service,One year,20.15,No
1,DSL,No,No,Month-to-month,44.55,No
2,DSL,Yes,Yes,Month-to-month,54.45,No
17,No,No internet service,No internet service,One year,19.65,No
69,Fiber optic,No,No,Two year,105,No
72,DSL,Yes,Yes,Two year,88.7,No
3,Fiber optic,No,No,Month-to-month,74.25,Yes
50,DSL,Yes,No,Two year,75.15,No
53,No,No internet service,No internet service,Two year,20.25,No
58,Fiber optic,Yes,Yes,Two year,109.1,No
46,DSL,Yes,No,One year,30.75,No
72,Fiber optic,Yes,Yes,Month-to-month,112.9,No
1,Fiber optic,No,No,Month-to-month,74.2,Yes
6,Fiber optic,No,No,Month-to-month,94.05,No
72,DSL,Yes,Yes,Two year,78.85,No
4,DSL,No,No,Month-to-month,55.3,No
52,No,No internet service,No internet service,Two year,19.35,No
0,No,No internet service,No internet service,Two year,25.35,No
2,No,No internet service,No internet service,One year,20.45,No
65,No,No internet service,No internet service,Two year,19.35,No
43,Fiber optic,No,No,Month-to-month,101,Yes
4,Fiber optic,No,No,Month-to-month,100.2,Yes
25,Fiber optic,Yes,No,One year,89.05,Yes
51,DSL,No,Yes,One year,78.65,No
12,DSL,No,No,Month-to-month,74.75,No
57,DSL,Yes,No,One year,70.1,Yes
24,No,No internet service,No internet service,One year,19.9,No
64,DSL,No,Yes,One year,58.35,No
4,Fiber optic,No,Yes,One year,105.65,Yes
26,Fiber optic,No,No,Month-to-month,100.5,No
15,No,No internet service,No internet service,Month-to-month,20.05,No
64,No,No internet service,No internet service,Two year,25.65,No
36,Fiber optic,No,No,Month-to-month,96.5,Yes
27,Fiber optic,No,No,Month-to-month,95,No
1,Fiber optic,No,No,Month-to-month,70.85,Yes
35,DSL,Yes,Yes,One year,85.95,Yes
4,Fiber optic,No,No,Month-to-month,73.9,Yes
8,DSL,No,No,Month-to-month,45.45,No
10,No,No internet service,No internet service,Month-to-month,20,No
2,DSL,No,No,Month-to-month,49.2,No
58,Fiber optic,Yes,No,Two year,109.45,Yes
51,DSL,Yes,Yes,Two year,83.25,No
46,No,No internet service,No internet service,Two year,19.25,No
1,No,No internet service,No internet service,Month-to-month,19.65,No
46,Fiber optic,No,No,Month-to-month,72.8,No
50,Fiber optic,Yes,Yes,Month-to-month,109.65,No
53,DSL,No,Yes,Month-to-month,65,No
61,Fiber optic,No,Yes,Month-to-month,114.1,No
5,No,No internet service,No internet service,Month-to-month,20.65,No
47,DSL,Yes,Yes,One year,86.95,No
54,Fiber optic,No,No,One year,94.75,No
19,DSL,No,No,Month-to-month,25.35,No
26,Fiber optic,No,Yes,Two year,105.45,No
70,No,No internet service,No internet service,Two year,25.4,No
17,Fiber optic,No,No,Month-to-month,102.55,No
30,Fiber optic,No,No,Month-to-month,100.2,Yes
1,No,No internet service,No internet service,Month-to-month,24,No
19,No,No internet service,No internet service,Two year,25.6,No
26,DSL,No,No,Two year,73.5,No
21,Fiber optic,No,No,Month-to-month,74.05,Yes
50,Fiber optic,No,No,One year,98.25,No
68,DSL,Yes,No,One year,54.4,No
3,Fiber optic,No,No,Month-to-month,101.55,Yes
9,Fiber optic,No,Yes,Month-to-month,103.1,No
51,DSL,Yes,Yes,Two year,34.2,No
9,DSL,No,No,Month-to-month,43.75,No
41,Fiber optic,No,Yes,One year,111.95,Yes
22,Fiber optic,No,No,Month-to-month,100.65,No
21,DSL,Yes,No,One year,55.95,Yes
71,Fiber optic,Yes,Yes,Two year,116.05,No
1,DSL,No,No,Month-to-month,45.75,Yes
26,DSL,No,Yes,One year,82,No
71,DSL,Yes,Yes,Two year,65.15,No
4,DSL,No,No,Month-to-month,44.8,No
12,Fiber optic,Yes,No,Month-to-month,79.8,No
18,Fiber optic,No,Yes,Month-to-month,88.85,No
3,Fiber optic,No,No,Month-to-month,74.95,No
72,Fiber optic,Yes,No,One year,106.85,No
11,Fiber optic,No,No,Month-to-month,74.95,Yes
1,Fiber optic,No,No,Month-to-month,80.15,Yes
13,No,No internet service,No internet service,One year,19.3,No
72,Fiber optic,No,Yes,One year,109.25,Yes
42,DSL,Yes,No,One year,56.1,No
17,No,No internet service,No internet service,Month-to-month,19.7,No
7,DSL,No,No,Month-to-month,51.3,No
68,Fiber optic,Yes,Yes,Two year,118.6,No
56,No,No internet service,No internet service,Two year,24.15,No
38,No,No internet service,No internet service,One year,20.3,No
72,Fiber optic,Yes,Yes,Two year,115.5,No
48,No,No internet service,No internet service,One year,25.05,No
52,Fiber optic,Yes,No,Month-to-month,109.1,No
35,No,No internet service,No internet service,One year,19.65,No
67,Fiber optic,No,Yes,Two year,111.3,No
1,DSL,Yes,No,Month-to-month,29.9,No
53,Fiber optic,No,Yes,Month-to-month,80.6,No
34,No,No internet service,No internet service,Month-to-month,20.8,No
3,DSL,No,No,Month-to-month,35.2,Yes
1,Fiber optic,No,No,Month-to-month,78.8,Yes
19,Fiber optic,No,Yes,Month-to-month,89.95,No
60,Fiber optic,Yes,Yes,Two year,116.05,No
11,No,No internet service,No internet service,Two year,19.55,No
47,Fiber optic,No,No,Month-to-month,106.4,Yes
18,DSL,Yes,No,Month-to-month,49.4,Yes
60,Fiber optic,Yes,Yes,Two year,115.25,No
72,No,No internet service,No internet service,Two year,24.8,No
39,No,No internet service,No internet service,One year,19.9,No
59,Fiber optic,Yes,No,One year,81.25,No
2,Fiber optic,No,No,Month-to-month,69.95,No
1,Fiber optic,No,No,Month-to-month,69.1,Yes
20,Fiber optic,No,No,Month-to-month,90.2,Yes
6,Fiber optic,No,No,Month-to-month,93.55,Yes
71,Fiber optic,No,Yes,Two year,86.4,No
24,DSL,Yes,No,Month-to-month,66.3,No
67,Fiber optic,No,No,Month-to-month,94.65,No
1,Fiber optic,No,No,Month-to-month,80.85,Yes
48,Fiber optic,No,No,One year,82.05,Yes
37,DSL,No,Yes,One year,72.1,No
11,DSL,No,No,Month-to-month,34.7,No
3,No,No internet service,No internet service,Month-to-month,20.55,Yes
18,Fiber optic,No,No,Month-to-month,95.95,No
50,DSL,No,No,One year,44.8,No
67,Fiber optic,Yes,Yes,One year,109.4,No
25,DSL,Yes,Yes,Month-to-month,71.05,No
2,Fiber optic,No,No,Month-to-month,78.55,Yes
9,No,No internet service,No internet service,Month-to-month,19.7,No
10,DSL,Yes,Yes,One year,40.25,No
70,No,No internet service,No internet service,Two year,19.85,No
9,DSL,Yes,Yes,Month-to-month,68.25,No
4,No,No internet service,No internet service,Month-to-month,20.15,No
2,DSL,Yes,No,Month-to-month,50.95,No
1,Fiber optic,No,No,Month-to-month,78.65,Yes
19,DSL,No,No,Month-to-month,25.15,No
7,No,No internet service,No internet service,Month-to-month,20.25,No
1,DSL,No,No,Month-to-month,42.9,Yes
1,DSL,No,No,Month-to-month,44,No
9,No,No internet service,No internet service,One year,20.25,No
3,DSL,Yes,Yes,Month-to-month,34.25,Yes
9,DSL,Yes,Yes,Month-to-month,58.5,Yes
5,DSL,Yes,No,Month-to-month,55.8,No
56,Fiber optic,No,No,One year,88.9,No
18,DSL,Yes,No,Month-to-month,57.65,No
49,Fiber optic,No,No,Month-to-month,96.2,Yes
70,DSL,Yes,Yes,Two year,79.15,No
72,Fiber optic,No,Yes,Two year,108.05,No
6,Fiber optic,No,No,Month-to-month,74.4,Yes
17,Fiber optic,No,No,Month-to-month,94.8,No
29,DSL,No,No,Month-to-month,45.9,No
6,Fiber optic,No,No,Month-to-month,105.3,Yes
63,Fiber optic,No,No,Two year,102.6,No
16,Fiber optic,No,No,Month-to-month,73.85,Yes
59,DSL,No,No,One year,61.35,No
3,DSL,No,No,Month-to-month,57.55,No
8,DSL,No,No,Month-to-month,29.25,No
7,Fiber optic,No,No,Month-to-month,84.55,Yes
68,No,No internet service,No internet service,Two year,19.6,No
68,Fiber optic,Yes,Yes,Two year,111.75,No
52,Fiber optic,No,No,One year,106.5,No
72,Fiber optic,Yes,Yes,Two year,107.7,No
32,No,No internet service,No internet service,One year,19.3,No
72,No,No internet service,No internet service,Two year,20.05,No
1,Fiber optic,No,No,Month-to-month,69.95,No
42,DSL,Yes,Yes,One year,63.7,No
25,No,No internet service,No internet service,Two year,24.75,Yes
45,DSL,Yes,No,Month-to-month,50.9,No
43,DSL,Yes,Yes,One year,60.4,No
37,DSL,Yes,No,One year,79.25,No
20,Fiber optic,No,No,Month-to-month,85.8,Yes
4,DSL,No,No,Month-to-month,24.45,Yes
63,Fiber optic,Yes,Yes,Two year,110.1,No
3,Fiber optic,No,No,Month-to-month,90.7,No
66,No,No internet service,No internet service,Two year,25.3,No
28,Fiber optic,No,No,Month-to-month,105.7,Yes
8,Fiber optic,No,No,Month-to-month,85.2,No
71,No,No internet service,No internet service,Two year,24.35,No
1,DSL,No,No,Month-to-month,24.25,Yes
72,No,No internet service,No internet service,Two year,25.1,No
16,DSL,Yes,No,Month-to-month,54.55,No
66,Fiber optic,Yes,Yes,Two year,96.6,No
11,Fiber optic,No,No,Month-to-month,76.5,Yes
51,DSL,Yes,Yes,One year,81.15,No
8,DSL,Yes,No,Month-to-month,38.5,No
14,Fiber optic,No,No,Month-to-month,92.9,No
4,Fiber optic,No,Yes,Month-to-month,93.5,Yes
70,DSL,Yes,No,Two year,84.7,No
70,DSL,Yes,Yes,Two year,66,No
54,Fiber optic,No,No,One year,101.5,Yes
28,Fiber optic,Yes,No,Month-to-month,74.9,Yes
24,No,No internet service,No internet service,Two year,20.75,No
69,DSL,No,No,Two year,61.45,No
42,DSL,Yes,No,Month-to-month,54.5,No
2,Fiber optic,No,No,Month-to-month,69.6,Yes
39,Fiber optic,No,No,Month-to-month,99.75,No
45,Fiber optic,No,Yes,Two year,109.75,No
72,DSL,Yes,Yes,Two year,80.85,No
38,No,No internet service,No internet service,Two year,20.3,No
72,DSL,Yes,Yes,Two year,67.8,No
1,No,No internet service,No internet service,Month-to-month,24.05,Yes
72,No,No internet service,No internet service,Two year,19.8,No
55,No,No internet service,No internet service,Two year,25.7,No
51,DSL,No,Yes,One year,56.15,No
63,DSL,Yes,Yes,Two year,86.7,No
1,No,No internet service,No internet service,Month-to-month,20.4,No
23,No,No internet service,No internet service,Two year,19.65,No
1,DSL,No,No,Month-to-month,50.55,Yes
2,DSL,No,Yes,Month-to-month,54.35,No
52,Fiber optic,Yes,No,Month-to-month,108.1,No
36,DSL,Yes,No,One year,54.45,No
1,DSL,No,No,Month-to-month,45.35,No
28,DSL,Yes,No,One year,59,No
7,DSL,Yes,No,One year,69.45,No
14,Fiber optic,No,No,Month-to-month,100.55,Yes
72,DSL,Yes,Yes,Two year,64.95,No
1,No,No internet service,No internet service,Month-to-month,20.5,Yes
10,No,No internet service,No internet service,Month-to-month,18.85,No
42,No,No internet service,No internet service,One year,19.8,No
7,DSL,No,No,Month-to-month,25.05,No
4,Fiber optic,No,No,Month-to-month,74.8,Yes
72,Fiber optic,Yes,Yes,Two year,114.3,No
20,DSL,No,No,Month-to-month,24.45,Yes
63,Fiber optic,Yes,Yes,Two year,109.2,No
56,DSL,Yes,Yes,Two year,45.05,No
5,DSL,No,Yes,Month-to-month,51,No
72,Fiber optic,No,Yes,Two year,110.45,No
68,Fiber optic,No,No,Month-to-month,84.65,No
67,DSL,Yes,Yes,One year,60.05,No
8,DSL,No,No,Month-to-month,44.65,No
52,Fiber optic,No,Yes,Month-to-month,93.25,No
18,No,No internet service,No internet service,Month-to-month,20.25,No
59,No,No internet service,No internet service,Two year,25.45,No
60,No,No internet service,No internet service,Two year,20.6,No
7,Fiber optic,No,No,Month-to-month,94.1,No
59,DSL,Yes,No,One year,34.8,No
46,DSL,Yes,Yes,Two year,60.75,No
5,DSL,No,No,Month-to-month,51.35,No
59,DSL,Yes,Yes,Two year,64.05,No
70,DSL,No,Yes,Two year,84.8,No
14,Fiber optic,No,No,Month-to-month,71,Yes
44,DSL,No,No,Month-to-month,50.15,No
64,Fiber optic,Yes,No,Two year,94.6,No
58,DSL,Yes,Yes,Two year,59.75,No
46,Fiber optic,No,Yes,One year,100.25,No
58,Fiber optic,No,No,Month-to-month,98.9,No
72,Fiber optic,No,No,Two year,97.7,No
30,DSL,No,No,Month-to-month,40.3,Yes
11,DSL,Yes,No,Month-to-month,60.25,No
34,DSL,No,No,Month-to-month,56.25,No
54,DSL,Yes,No,Two year,46.2,No
3,DSL,No,No,Month-to-month,50.6,Yes
72,No,No internet service,No internet service,Two year,24.9,No
40,Fiber optic,No,Yes,Month-to-month,84.85,Yes
2,DSL,No,No,Month-to-month,65.7,Yes
54,DSL,No,No,Two year,63.35,No
14,DSL,Yes,No,Month-to-month,50.1,No
1,Fiber optic,No,No,Month-to-month,70.5,Yes
10,Fiber optic,No,No,Month-to-month,94.85,Yes
1,DSL,Yes,No,Month-to-month,50.15,No
1,No,No internet service,No internet service,Month-to-month,19.75,Yes
56,DSL,Yes,Yes,One year,64.65,No
68,DSL,Yes,Yes,Two year,79.6,No
14,No,No internet service,No internet service,One year,19.5,No
68,Fiber optic,Yes,Yes,Two year,99.55,No
55,Fiber optic,No,No,Month-to-month,74,No
16,DSL,Yes,No,Month-to-month,38.9,No
9,Fiber optic,No,No,Month-to-month,79.55,No
14,DSL,Yes,No,Month-to-month,65.45,Yes
58,Fiber optic,No,No,Month-to-month,98.7,Yes
53,DSL,Yes,No,Month-to-month,46.3,No
70,Fiber optic,Yes,No,Two year,99.35,No
14,Fiber optic,No,No,Month-to-month,95.8,No
22,DSL,Yes,Yes,One year,67.5,Yes
10,Fiber optic,Yes,No,Month-to-month,78.15,No
29,No,No internet service,No internet service,Two year,26.1,No
1,Fiber optic,No,No,Month-to-month,69.6,Yes
49,DSL,Yes,Yes,One year,84.35,Yes
68,Fiber optic,No,No,Month-to-month,100.2,Yes
1,Fiber optic,No,No,Month-to-month,78.05,Yes
30,DSL,No,Yes,One year,40.35,No
72,DSL,Yes,Yes,Two year,79.2,No
10,No,No internet service,No internet service,Month-to-month,20.9,No
7,Fiber optic,No,No,Month-to-month,73.6,Yes
9,Fiber optic,No,No,Month-to-month,74.75,Yes
1,DSL,Yes,No,Month-to-month,49.9,No
20,DSL,No,Yes,Month-to-month,68.9,No
1,No,No internet service,No internet service,Month-to-month,20.25,No
29,Fiber optic,No,No,Month-to-month,76,No
1,Fiber optic,No,Yes,Month-to-month,74,No
3,Fiber optic,Yes,Yes,Month-to-month,82.3,No
20,Fiber optic,Yes,No,Month-to-month,89.4,No
64,Fiber optic,No,Yes,Month-to-month,99.15,No
1,No,No internet service,No internet service,Month-to-month,20.2,Yes
6,DSL,Yes,No,Month-to-month,29.45,No
50,No,No internet service,No internet service,Two year,19.8,No
6,DSL,Yes,No,Month-to-month,59.15,No
7,DSL,No,No,Month-to-month,44.75,No
72,Fiber optic,No,No,Two year,90.8,No
8,DSL,No,No,Month-to-month,49.55,No
67,Fiber optic,Yes,Yes,Two year,106.7,No
24,Fiber optic,No,No,Month-to-month,93.55,Yes
72,Fiber optic,Yes,No,Two year,94.45,No
33,No,No internet service,No internet service,One year,19.45,No
2,DSL,No,No,Month-to-month,25.05,Yes
70,DSL,Yes,Yes,Two year,67.95,No
22,DSL,No,No,One year,65.25,No
59,Fiber optic,Yes,No,Month-to-month,99.45,No
36,No,No internet service,No internet service,One year,20.35,No
51,No,No internet service,No internet service,Two year,19.95,No
53,DSL,Yes,Yes,One year,77.4,No
20,No,No internet service,No internet service,One year,19.7,No
63,Fiber optic,Yes,No,Two year,99.7,No
40,Fiber optic,No,No,Month-to-month,74.8,No
35,No,No internet service,No internet service,One year,19.15,No
26,Fiber optic,No,No,One year,78.95,No
27,Fiber optic,No,No,Month-to-month,95.55,Yes
53,DSL,Yes,Yes,One year,62.85,No
34,Fiber optic,No,No,Month-to-month,71.55,No
19,Fiber optic,No,No,Month-to-month,94.95,No
43,Fiber optic,Yes,No,Month-to-month,86.1,No
6,No,No internet service,No internet service,Month-to-month,19.55,No
56,No,No internet service,No internet service,Two year,24.8,No
57,DSL,No,No,Month-to-month,39.3,Yes
34,Fiber optic,No,No,Month-to-month,84.05,No
10,DSL,No,Yes,Month-to-month,36.25,No
1,No,No internet service,No internet service,Month-to-month,20.25,Yes
13,DSL,No,No,Month-to-month,23.9,Yes
56,Fiber optic,No,No,Month-to-month,98.6,No
55,Fiber optic,No,No,Month-to-month,103.65,No
36,DSL,Yes,Yes,Two year,92.9,No
47,No,No internet service,No internet service,One year,19.9,No
12,No,No internet service,No internet service,Month-to-month,20.1,No
1,Fiber optic,No,No,Month-to-month,85.45,Yes
24,Fiber optic,No,No,Month-to-month,80.5,No
63,Fiber optic,No,No,One year,99.9,Yes
35,DSL,No,No,Month-to-month,39.85,No
67,DSL,Yes,Yes,One year,60.5,No
25,Fiber optic,No,No,Month-to-month,84.8,Yes
21,Fiber optic,Yes,No,Month-to-month,103.85,No
13,DSL,Yes,Yes,Month-to-month,67.8,No
35,Fiber optic,No,No,Month-to-month,75.2,Yes
71,No,No internet service,No internet service,Two year,24.85,No
29,No,No internet service,No internet service,Month-to-month,19.35,No
71,DSL,No,No,Two year,49.35,Yes
7,Fiber optic,No,No,Month-to-month,89,No
57,DSL,No,No,Month-to-month,55,No
65,DSL,Yes,Yes,Two year,76.15,No
27,No,No internet service,No internet service,One year,20.3,No
6,Fiber optic,No,No,Month-to-month,74.9,Yes
72,Fiber optic,Yes,Yes,Two year,117.35,No
1,No,No internet service,No internet service,Month-to-month,19.75,No
11,DSL,No,No,Month-to-month,45.2,No
39,No,No internet service,No internet service,Two year,25.2,No
59,Fiber optic,Yes,No,Month-to-month,89.75,No
26,DSL,Yes,Yes,One year,75,No
2,DSL,No,No,Month-to-month,49.95,No
72,DSL,Yes,Yes,Two year,65.7,No
65,DSL,Yes,No,One year,67.05,No
72,Fiber optic,No,Yes,Two year,110.9,No
6,Fiber optic,No,Yes,Month-to-month,87.95,No
32,No,No internet service,No internet service,One year,19.8,No
50,DSL,No,No,One year,75.7,No
61,DSL,Yes,Yes,Two year,62.15,No
15,Fiber optic,No,No,Month-to-month,101.25,Yes
72,Fiber optic,Yes,Yes,Two year,115.15,No
9,No,No internet service,No internet service,Month-to-month,18.95,Yes
1,No,No internet service,No internet service,Month-to-month,19.5,No
12,Fiber optic,No,No,Month-to-month,86.55,No
37,DSL,No,Yes,Month-to-month,28.6,Yes
61,No,No internet service,No internet service,One year,20.4,No
18,No,No internet service,No internet service,One year,19.8,No
21,DSL,No,No,Month-to-month,45.65,No
68,DSL,Yes,Yes,Two year,56.4,No
12,Fiber optic,No,No,Month-to-month,73.3,No
2,DSL,No,No,Month-to-month,24.35,Yes
62,Fiber optic,No,No,Month-to-month,101.35,No
29,Fiber optic,No,Yes,Month-to-month,98.65,Yes
1,DSL,No,Yes,Month-to-month,33.6,No
5,Fiber optic,No,No,Month-to-month,79.9,Yes
1,No,No internet service,No internet service,Month-to-month,20.7,No
62,Fiber optic,No,Yes,Two year,104.05,No
36,No,No internet service,No internet service,Two year,20.25,No
28,Fiber optic,No,Yes,Month-to-month,103.3,Yes
69,DSL,Yes,Yes,One year,73.7,No
11,Fiber optic,Yes,Yes,Month-to-month,96.2,Yes
63,Fiber optic,No,Yes,Month-to-month,108.75,No
23,No,No internet service,No internet service,One year,20.15,No
10,No,No internet service,No internet service,Month-to-month,19.75,No
71,No,No internet service,No internet service,Two year,25.95,No
45,DSL,Yes,Yes,Month-to-month,70.05,No
70,No,No internet service,No internet service,Two year,24.05,No
22,Fiber optic,No,No,Month-to-month,84.75,No
52,No,No internet service,No internet service,Two year,23.05,No
55,Fiber optic,No,Yes,One year,104.15,Yes
65,DSL,Yes,Yes,Two year,59.95,No
72,No,No internet service,No internet service,Two year,19.55,No
10,No,No internet service,No internet service,One year,19.6,No
7,No,No internet service,No internet service,One year,20.05,No
5,Fiber optic,No,No,Month-to-month,85.55,No
24,DSL,Yes,No,Two year,78.6,No
72,Fiber optic,Yes,Yes,Two year,116.8,No
21,DSL,Yes,Yes,Month-to-month,43.55,No
69,DSL,No,Yes,One year,60.8,No
44,DSL,No,Yes,Month-to-month,54.9,No
61,DSL,No,No,One year,65.2,No
24,Fiber optic,No,No,Month-to-month,102.95,Yes
1,Fiber optic,No,No,Month-to-month,90.6,Yes
6,DSL,No,Yes,Month-to-month,50.8,Yes
4,Fiber optic,No,No,Month-to-month,90.05,Yes
72,Fiber optic,No,Yes,Two year,108.2,No
